ApplicantIncome,A15,Married,Property_Area,Education,A7,TotalIncome,DTI,LoanAmount,CoapplicantIncome,Loan_Status,split
3522.0,,Yes,Rural,Not Graduate,,3522.0,0.022991768379222254,81.0,0.0,0.0,train
,1660.0,,,,5.0,,,,,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
3601.0,,Yes,Rural,Not Graduate,,5191.0,,,1590.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
2165.0,,No,Semiurban,Not Graduate,,2165.0,0.032317636195752536,70.0,0.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
5316.0,,No,Urban,Graduate,,5316.0,0.025578333646793305,136.0,0.0,1.0,train
11417.0,,Yes,Urban,Graduate,,12543.0,0.01793686224489796,225.0,1126.0,1.0,train
4652.0,,Yes,Rural,Not Graduate,,4652.0,0.02364066193853428,110.0,0.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
39147.0,,Yes,Semiurban,Graduate,,43897.0,0.0027336097316506447,120.0,4750.0,1.0,train
2071.0,,Yes,Semiurban,Not Graduate,,2825.0,0.03326256192498231,94.0,754.0,1.0,train
,2080.0,,,,6.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
2500.0,,Yes,Rural,Graduate,,7100.0,0.024785241515279537,176.0,4600.0,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
,1562.0,,,,5.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
10000.0,,No,Semiurban,Graduate,,10000.0,0.021397860213978603,214.0,0.0,0.0,train
,6604.0,,,,10.0,,,,,1.0,train
6608.0,,Yes,Urban,Not Graduate,,6608.0,0.02072930851868664,137.0,0.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
3399.0,,Yes,Urban,Not Graduate,,5039.0,0.022023809523809525,111.0,1640.0,1.0,train
6783.0,,No,Semiurban,Not Graduate,,6783.0,0.019162735849056603,130.0,0.0,1.0,train
2895.0,,Yes,Semiurban,Graduate,,2895.0,0.03280386740331492,95.0,0.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
8624.0,,No,Semiurban,Graduate,,8624.0,0.017391304347826087,150.0,0.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
2297.0,,Yes,Urban,Graduate,,3819.0,0.027225130890052355,104.0,1522.0,1.0,train
11250.0,,No,Semiurban,Graduate,,11250.0,0.017420673717891744,196.0,0.0,0.0,train
,6604.0,,,,10.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
2889.0,,Yes,Urban,Not Graduate,,2889.0,0.015570934256055362,45.0,0.0,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
4160.0,,No,Semiurban,Graduate,,4160.0,0.017063205960105743,71.0,0.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
14880.0,,Yes,Semiurban,Graduate,,14880.0,0.00645117935622606,96.0,0.0,1.0,train
4281.0,,Yes,Urban,Graduate,,4281.0,0.023353573096683792,100.0,0.0,1.0,train
2957.0,,Yes,Semiurban,Graduate,,2957.0,0.02738336713995943,81.0,0.0,1.0,train
2787.0,,Yes,Rural,Graduate,,4704.0,0.031030818278427207,146.0,1917.0,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
8333.0,,No,Rural,Graduate,,12083.0,0.015475008275405495,187.0,3750.0,1.0,train
3812.0,,No,Rural,Graduate,,3812.0,0.02937319695777603,112.0,0.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
3276.0,,Yes,Semiurban,Graduate,,3760.0,0.035894708854028186,135.0,484.0,1.0,train
5285.0,,Yes,Semiurban,Not Graduate,,6715.0,0.023972602739726026,161.0,1430.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
10833.0,,Yes,Semiurban,Graduate,,10833.0,0.021598670851024553,234.0,0.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
3867.0,,No,Semiurban,Not Graduate,,3867.0,0.016028955532574975,62.0,0.0,0.0,train
3182.0,,No,Urban,Graduate,,6099.0,0.02639344262295082,161.0,2917.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2824.0,,,,4.0,,,,,1.0,train
4625.0,,Yes,Urban,Graduate,,7482.0,0.014833622878524655,111.0,2857.0,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
3087.0,,Yes,Semiurban,Graduate,,5297.0,0.025670064175160438,136.0,2210.0,0.0,train
4887.0,,Yes,Rural,Not Graduate,,4887.0,0.02720949263502455,133.0,0.0,0.0,train
3948.0,,Yes,Rural,Graduate,,5681.0,0.026223160858852516,149.0,1733.0,0.0,train
,1328.0,,,,3.0,,,,,1.0,train
3083.0,,No,Rural,Graduate,,3083.0,0.08268482490272373,255.0,0.0,1.0,train
3333.0,,No,Urban,Graduate,,3333.0,0.020995800839832032,70.0,0.0,1.0,train
2929.0,,Yes,Semiurban,Graduate,,5262.0,0.026410792323769715,139.0,2333.0,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
6133.0,,Yes,Urban,Graduate,,10039.0,0.03227091633466136,324.0,3906.0,1.0,train
3748.0,,No,Semiurban,Not Graduate,,5416.0,0.020306442680450433,110.0,1668.0,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
14999.0,,No,Semiurban,Graduate,,14999.0,0.016133333333333333,242.0,0.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
3166.0,,No,Rural,Graduate,,6151.0,0.021456436931079324,132.0,2985.0,1.0,train
3596.0,,No,Urban,Not Graduate,,3596.0,0.027800945232137893,100.0,0.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
2400.0,,Yes,Urban,Not Graduate,,6200.0,,,3800.0,0.0,train
,18782.0,,,,0.0,,,,,1.0,train
3430.0,,Yes,Semiurban,Graduate,,4680.0,0.027344584490493484,128.0,1250.0,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
4583.0,,Yes,Rural,Graduate,,4583.0,0.02443280977312391,112.0,0.0,0.0,train
,1660.0,,,,5.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
4817.0,,Yes,Urban,Graduate,,5740.0,0.020902281832433374,120.0,923.0,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
4723.0,,No,Semiurban,Graduate,,4723.0,0.01714648602878916,81.0,0.0,0.0,train
1863.0,,Yes,Semiurban,Not Graduate,,2904.0,0.033734939759036145,98.0,1041.0,1.0,train
3691.0,,No,Rural,Not Graduate,,3691.0,0.029794149512459372,110.0,0.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
11146.0,,Yes,Urban,Graduate,,11146.0,0.01220059208755719,136.0,0.0,1.0,train
2965.0,,No,Urban,Graduate,,8666.0,0.017883927541248415,155.0,5701.0,1.0,train
8334.0,,Yes,Semiurban,Graduate,,8334.0,0.01919616076784643,160.0,0.0,0.0,train
,4340.0,,,,7.0,,,,,1.0,train
5000.0,,No,Rural,Graduate,,5000.0,0.026394721055788842,132.0,0.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
1811.0,,No,Urban,Graduate,,3477.0,0.015526164462334674,54.0,1666.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
3180.0,,No,Urban,Graduate,,3180.0,0.022320025149324112,71.0,0.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
1299.0,,Yes,Urban,Graduate,,2385.0,0.007124895222129086,17.0,1086.0,1.0,train
2600.0,,Yes,Semiurban,Not Graduate,,5100.0,0.01764359929425603,90.0,2500.0,1.0,train
210.0,,Yes,Semiurban,Not Graduate,,3127.0,0.03132992327365729,98.0,2917.0,1.0,train
2378.0,,No,Urban,Graduate,,2378.0,0.0037831021437578815,9.0,0.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
3887.0,,Yes,Semiurban,Graduate,,6556.0,0.024706420619185602,162.0,2669.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,1879.0,,,,4.0,,,,,1.0,train
3358.0,,No,Semiurban,Not Graduate,,3358.0,0.023816612086930634,80.0,0.0,0.0,train
,1660.0,,,,5.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
9166.0,,No,Urban,Graduate,,9166.0,0.026617213919493836,244.0,0.0,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
3010.0,,Yes,Urban,Not Graduate,,6146.0,,,3136.0,0.0,train
4408.0,,No,Semiurban,Not Graduate,,4408.0,0.027217056021773645,120.0,0.0,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
,2824.0,,,,4.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,3659.0,,,,18.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
5391.0,,Yes,Urban,Graduate,,5391.0,0.02410979228486647,130.0,0.0,1.0,train
3620.0,,No,Semiurban,Not Graduate,,3620.0,0.006904170118751726,25.0,0.0,1.0,train
1993.0,,Yes,Semiurban,Not Graduate,,3618.0,0.031224095053882288,113.0,1625.0,1.0,train
2425.0,,Yes,Semiurban,Graduate,,4765.0,0.03000419639110365,143.0,2340.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
2935.0,,No,Semiurban,Graduate,,2935.0,0.03337874659400545,98.0,0.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
3075.0,,Yes,Rural,Graduate,,5491.0,0.02530954115076475,139.0,2416.0,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
2178.0,,Yes,Rural,Graduate,,2178.0,0.030289123451124368,66.0,0.0,0.0,train
,1660.0,,,,5.0,,,,,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
3083.0,,Yes,Urban,Not Graduate,,5251.0,0.02399086062452399,126.0,2168.0,1.0,train
7333.0,,No,Rural,Not Graduate,,7333.0,0.01636214889555495,120.0,0.0,0.0,train
4467.0,,Yes,Rural,Not Graduate,,4467.0,0.02685765443151298,120.0,0.0,1.0,train
4384.0,,No,Urban,Graduate,,6177.0,0.018938167691809647,117.0,1793.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
3727.0,,Yes,Semiurban,Graduate,,5502.0,0.023805197165182628,131.0,1775.0,1.0,train
3450.0,,Yes,Semiurban,Graduate,,5529.0,0.029294755877034357,162.0,2079.0,1.0,train
,6079.0,,,,5.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
4860.0,,Yes,Semiurban,Graduate,,5690.0,0.021964505359339307,125.0,830.0,1.0,train
3283.0,,Yes,Urban,Graduate,,5318.0,0.027824779093814627,148.0,2035.0,1.0,train
2500.0,,No,Semiurban,Graduate,,2500.0,0.03838464614154338,96.0,0.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
4124.0,,No,Semiurban,Graduate,,4124.0,0.027878787878787878,115.0,0.0,1.0,train
10139.0,,Yes,Semiurban,Graduate,,10139.0,0.02564102564102564,260.0,0.0,1.0,train
2600.0,,Yes,Urban,Graduate,,6100.0,0.018849368955908868,115.0,3500.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
1880.0,,Yes,Rural,Graduate,,1880.0,0.03242955874534822,61.0,0.0,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
2479.0,,No,Urban,Graduate,,2479.0,0.02379032258064516,59.0,0.0,1.0,train
4166.0,,No,Semiurban,Graduate,,4166.0,0.010559155267578594,44.0,0.0,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
,1660.0,,,,5.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,2824.0,,,,4.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
3418.0,,No,Semiurban,Graduate,,3418.0,0.03714536414156186,127.0,0.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
11000.0,,No,Urban,Graduate,,11000.0,0.007544768657394782,83.0,0.0,0.0,train
,3659.0,,,,18.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
5703.0,,Yes,Rural,Not Graduate,,5703.0,0.02279102384291725,130.0,0.0,1.0,train
3073.0,,Yes,Urban,Graduate,,11179.0,0.017889087656529516,200.0,8106.0,1.0,train
2625.0,,Yes,Rural,Graduate,,8875.0,0.02106804867057233,187.0,6250.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
4310.0,,Yes,Semiurban,Graduate,,4310.0,0.03015541637671074,130.0,0.0,1.0,train
6782.0,,No,Urban,Graduate,,6782.0,,,0.0,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
3762.0,,No,Rural,Graduate,,5428.0,0.024866457911217537,135.0,1666.0,1.0,train
,3659.0,,,,18.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
7142.0,,Yes,Rural,Not Graduate,,7142.0,0.019319613607727847,138.0,0.0,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
,3659.0,,,,18.0,,,,,1.0,train
2138.0,,No,Semiurban,Graduate,,2138.0,0.04628330995792426,99.0,0.0,0.0,train
,1562.0,,,,5.0,,,,,1.0,train
,2080.0,,,,6.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
2484.0,,Yes,Semiurban,Graduate,,4786.0,0.028619176937539167,137.0,2302.0,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,3659.0,,,,18.0,,,,,1.0,train
16667.0,,Yes,Semiurban,Graduate,,18917.0,0.004545935088275717,86.0,2250.0,1.0,train
5042.0,,Yes,Rural,Graduate,,7125.0,0.02596126859388156,185.0,2083.0,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
3416.0,,Yes,Semiurban,Graduate,,6232.0,0.01812931172789989,113.0,2816.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,18721.0,,,,0.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
6000.0,,Yes,Semiurban,Graduate,,8250.0,0.03211731911283481,265.0,2250.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
,85677.0,,,,0.0,,,,,1.0,train
,3659.0,,,,18.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
5191.0,,No,Semiurban,Not Graduate,,5191.0,0.025423728813559324,132.0,0.0,1.0,train
2130.0,,Yes,Semiurban,Graduate,,8796.0,0.00795725815618961,70.0,6666.0,0.0,train
8333.0,,Yes,Rural,Graduate,,11500.0,0.014346578558386227,165.0,3167.0,1.0,train
7441.0,,No,Rural,Graduate,,7441.0,0.026068261220102123,194.0,0.0,0.0,train
,2824.0,,,,4.0,,,,,1.0,train
3406.0,,Yes,Semiurban,Not Graduate,,7823.0,0.01572085889570552,123.0,4417.0,1.0,train
,18721.0,,,,0.0,,,,,1.0,train
2479.0,,Yes,Urban,Graduate,,5492.0,0.03422537775350446,188.0,3013.0,1.0,train
10513.0,,Yes,Urban,Graduate,,14363.0,0.01113895850737956,160.0,3850.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
,3659.0,,,,18.0,,,,,1.0,train
2454.0,,Yes,Urban,Not Graduate,,4787.0,0.03780284043441938,181.0,2333.0,0.0,train
4133.0,,No,Semiurban,Graduate,,4133.0,0.029511369134010642,122.0,0.0,1.0,train
2500.0,,Yes,Semiurban,Graduate,,4618.0,0.022515696038103484,104.0,2118.0,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
6333.0,,Yes,Semiurban,Graduate,,10916.0,0.023724466428506,259.0,4583.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
14583.0,,Yes,Rural,Graduate,,14583.0,0.012685134393856282,185.0,0.0,1.0,train
33846.0,,Yes,Semiurban,Graduate,,33846.0,0.0076816261411646524,260.0,0.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
2876.0,,No,Urban,Graduate,,4436.0,0.02028397565922921,90.0,1560.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
3246.0,,Yes,Semiurban,Graduate,,4663.0,0.029588336192109776,138.0,1417.0,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
9703.0,,Yes,Urban,Graduate,,9703.0,0.011541632316570486,112.0,0.0,1.0,train
2726.0,,Yes,Semiurban,Graduate,,2726.0,0.03887055372203887,106.0,0.0,0.0,train
4301.0,,Yes,Urban,Graduate,,4301.0,0.027429102742910275,118.0,0.0,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,1874.0,,,,10.0,,,,,1.0,train
2600.0,,No,Semiurban,Graduate,,4317.0,0.022927281148679944,99.0,1717.0,0.0,train
4166.0,,No,Semiurban,Graduate,,4166.0,0.027837772978161746,116.0,0.0,0.0,train
4342.0,,Yes,Semiurban,Graduate,,4531.0,0.02736098852603707,124.0,189.0,1.0,train
3708.0,,Yes,Urban,Graduate,,6277.0,0.027556546670914304,173.0,2569.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,2824.0,,,,4.0,,,,,1.0,train
2583.0,,Yes,Urban,Not Graduate,,4941.0,0.024281667341157425,120.0,2358.0,1.0,train
3500.0,,Yes,Urban,Not Graduate,,4583.0,0.029450261780104712,135.0,1083.0,1.0,train
,18721.0,,,,0.0,,,,,1.0,train
16250.0,,No,Urban,Graduate,,16250.0,0.011814657559534798,192.0,0.0,0.0,train
,18782.0,,,,0.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
4583.0,,Yes,Semiurban,Graduate,,6666.0,0.023998800059997,160.0,2083.0,1.0,train
1853.0,,No,Rural,Graduate,,4693.0,0.024286322965487855,114.0,2840.0,0.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
6633.0,,Yes,Rural,Graduate,,6633.0,,,0.0,0.0,train
,18721.0,,,,0.0,,,,,1.0,train
5935.0,,Yes,Semiurban,Graduate,,5935.0,0.02240566037735849,133.0,0.0,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
3100.0,,Yes,Urban,Graduate,,4500.0,0.025105532103976893,113.0,1400.0,1.0,train
3273.0,,Yes,Urban,Not Graduate,,5093.0,0.015901060070671377,81.0,1820.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,3659.0,,,,18.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
8666.0,,Yes,Rural,Graduate,,13649.0,0.027545787545787546,376.0,4983.0,0.0,train
,1562.0,,,,5.0,,,,,1.0,train
9560.0,,Yes,Semiurban,Graduate,,9560.0,0.019976989854617717,191.0,0.0,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
2917.0,,No,Semiurban,Graduate,,2917.0,0.02878684030157642,84.0,0.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
5468.0,,Yes,Semiurban,Graduate,,6500.0,0.003999384710044608,26.0,1032.0,1.0,train
3167.0,,Yes,Semiurban,Graduate,,5450.0,0.028251696936341955,154.0,2283.0,1.0,train
2647.0,,Yes,Rural,Not Graduate,,4234.0,0.04085005903187721,173.0,1587.0,0.0,train
2221.0,,Yes,Urban,Graduate,,2221.0,0.027002700270027002,60.0,0.0,0.0,train
4283.0,,Yes,Rural,Graduate,,7283.0,0.023613399231191653,172.0,3000.0,0.0,train
2583.0,,Yes,Rural,Graduate,,4913.0,0.02543752543752544,125.0,2330.0,1.0,train
5266.0,,Yes,Semiurban,Graduate,,7040.0,0.02655872745348672,187.0,1774.0,1.0,train
3988.0,,Yes,Urban,Graduate,,3988.0,0.012534469791927802,50.0,0.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
5166.0,,No,Semiurban,Graduate,,5166.0,0.0247725953164312,128.0,0.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
2483.0,,Yes,Rural,Graduate,,4949.0,0.01818181818181818,90.0,2466.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
2492.0,,Yes,Rural,Not Graduate,,4867.0,,,2375.0,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
5746.0,,Yes,Urban,Graduate,,5746.0,0.044370976161475555,255.0,0.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
3000.0,,Yes,Semiurban,Graduate,,6416.0,0.008726819386005922,56.0,3416.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
4708.0,,Yes,Semiurban,Graduate,,6095.0,0.024606299212598427,150.0,1387.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
3017.0,,Yes,Semiurban,Not Graduate,,3680.0,0.027709861450692746,102.0,663.0,1.0,train
2500.0,,No,Semiurban,Graduate,,2500.0,0.021991203518592562,55.0,0.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
4843.0,,No,Semiurban,Graduate,,8649.0,0.017456647398843932,151.0,3806.0,1.0,train
2894.0,,Yes,Rural,Not Graduate,,5686.0,0.027255143309301916,155.0,2792.0,1.0,train
2875.0,,Yes,Semiurban,Not Graduate,,4625.0,0.022697795071335927,105.0,1750.0,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
